gene,entrez,rho,p,chr,start,end,cytoband,on_19p13_3,dist_to_LONP1_Mb,rank
ZNF839,55778,0.04523229086856584,0.4397213676181161,14,102317377.0,102344638.0,14q32.31,False,,5635
PASK,23178,0.04508684714123978,0.44119502930458143,2,241106094.0,241150852.0,2q37.3,False,,5636
GZMB,3002,0.04506843056537713,0.4413818298948544,14,24630954.0,24634277.0,14q12,False,,5637
SERPINA1,5265,0.045024514115242886,0.44182745928258815,14,94376745.0,94391024.0,14q32.13,False,,5638
TMEM38B,55151,0.04499806980118359,0.44209591881172594,9,105694340.0,105776629.0,9q31.2,False,,5639
ODAD2,55130,0.04499570870171399,0.44211989292779885,10,27775186.0,27999532.0,10p12.1,False,,5640
TEKTIP1,100128569,0.04494707005264076,0.4426139243617693,19,3539169.0,3544030.0,19p13.3,True,-2.152676,5641
LRRC2,79442,0.04493797981968284,0.4427062903033928,3,46510358.0,46607097.0,3p21.31,False,,5642
MAK16,84549,0.044882375927174256,0.44327152060472763,8,33484696.0,33501282.0,8p12,False,,5643
UNC50,25972,0.044880487047598616,0.44329072883664866,2,98608174.0,98618604.0,2q11.2,False,,5644
CACNG6,59285,0.04486903571517109,0.44340718887226327,19,53991605.0,54012670.0,19q13.42,False,48.29976,5645
EPHB6,2051,0.04486207047173585,0.44347803389421103,7,142854809.0,142872810.0,7q34,False,,5646
SMIM19,114926,0.04482204983572646,0.4438852172378833,8,42541132.0,42555195.0,8p11.21,False,,5647
CCT5,22948,0.04474826547730215,0.4446364804499805,5,10249929.0,10266389.0,5p15.2,False,,5648
H2BC14,8342,0.04469714767378574,0.4451573784899643,6,27815022.0,27815489.0,6p22.1,False,,5649
GDF1,2657,0.04464414099069369,0.44569788985525094,19,18868545.0,18896158.0,19p13.11,False,13.1767,5650
SINHCAF,58516,0.044643904880746765,0.44570029831015445,12,31280423.0,31327058.0,12p11.21,False,,5651
B3GAT1,27087,0.0445997523206656,0.44615080903253723,11,134378504.0,134412250.0,11q25,False,,5652
PRR5-ARHGAP8,553158,0.0445740163364472,0.44641352515429933,22,44702233.0,44862706.0,22q13.31,False,,5653
ZNF141,7700,0.04456976635740195,0.4464569178948685,4,337762.0,384868.0,4p16.3,False,,5654
CFAP61,26074,0.044563863608727994,0.44651718955239783,20,20052511.0,20360703.0,20p11.23,False,,5655
ILK,3611,0.04455984973962979,0.4465581769111231,11,6603708.0,6610874.0,11p15.4,False,,5656
MATN4,8785,0.04454934284699008,0.446665477436309,20,45293445.0,45312469.0,20q13.12,False,,5657
CCNG1,900,0.04453954428419138,0.4467655573706485,5,163437569.0,163457635.0,5q34,False,,5658
THRA,7067,0.044533405425570494,0.4468282645193379,17,40058290.0,40093867.0,17q21.1,False,,5659
PIWIL1,9271,0.044527502676896535,0.4468885645525006,12,130337863.0,130372637.0,12q24.33,False,,5660
PDE6B,5158,0.04452207214811654,0.44694404465058946,4,625559.0,670782.0,4p16.3,False,,5661
UBXN10,127733,0.04449857920839417,0.44718410128256225,1,20183293.0,20196050.0,1p36.12,False,,5662
TRIM25,7706,0.04449279451469368,0.44724322189525234,17,56836387.0,56914080.0,17q22,False,,5663
TMEM187,8269,0.044457850242543895,0.4476004526800019,X,153972290.0,153983194.0,Xq28,False,,5664
CDC42EP4,23580,0.04444698918498391,0.4477115167299205,17,73281331.0,73312005.0,17q25.1,False,,5665
RNF150,57484,0.04442916288398857,0.4478938404088614,4,140859807.0,141212877.0,4q31.21,False,,5666
ZNF556,80032,0.044400711635380175,0.44818492076288585,19,2867292.0,2883445.0,19p13.3,True,-2.824553,5667
SLC4A8,9498,0.044355850745458114,0.448644102719984,12,51391317.0,51515763.0,12q13.13,False,,5668
ASB4,51666,0.0443416841486407,0.4487891627282812,7,95478444.0,95540233.0,7q21.3,False,,5669
GALR2,8811,0.04433094114605407,0.4488991842223634,17,76074773.0,76077537.0,17q25.1,False,,5670
AGR3,155465,0.044294934379143,0.44926804861131997,7,16854680.0,16881990.0,7p21.1,False,,5671
PDE6G,5148,0.044290330235177366,0.4493152272083274,17,81650459.0,81663112.0,17q25.3,False,,5672
AOAH,313,0.044274038648837166,0.4494821893055355,7,36509308.0,36724549.0,7p14.2,False,,5673
BAALC-AS2,157556,0.044140990693726456,0.4508470225406903,8,103132954.0,103141615.0,8q22.3,False,,5674
APRG1,339883,0.04413603238484032,0.4508979309639356,3,37381062.0,37440186.0,3p22.2,False,,5675
C3ORF38,285237,0.04412162967807587,0.4510458261708836,3,88149647.0,88276048.0,3p11.1,False,,5676
VHL,7428,0.0441140741597732,0.45112342146335904,3,10141764.0,10153676.0,3p25.3,False,,5677
SDK1,221935,0.044077241008047774,0.4515018061240892,7,3301252.0,4269000.0,7p22.2,False,,5678
PDS5A,23244,0.044035213437489285,0.45193377080200503,4,39822863.0,39977993.0,4p14,False,,5679
GET1,7485,0.044029546798762365,0.45199203100858365,21,39377698.0,39428533.0,21q22.2,False,,5680
GRM2,2912,0.0439748873460416,0.45255421607999613,3,51707057.0,51718616.0,3p21.2,False,,5681
FBXL14,144699,0.04397193597170457,0.45258458282387637,12,1561841.0,1594853.0,12p13.33,False,,5682
TBC1D19,55296,0.043930380621040044,0.4530122681299592,4,26576437.0,26761664.0,4p15.2,False,,5683
SHISA9,729993,0.04392530425718044,0.45306452933322194,16,12901592.0,13240416.0,16p13.12,False,,5684
GTF3C1,2975,0.04392140844305559,0.453104639064723,16,27459555.0,27549960.0,16p12.1,False,,5685
ART3,419,0.04389767939338629,0.4533489868553392,4,76011176.0,76114094.0,4q21.1,False,,5686
MAMSTR,284358,0.04388599195101195,0.4534693644480794,19,48711737.0,48719966.0,19q13.33,False,43.019892,5687
C16ORF89,146556,0.04388162391699324,0.45351435865927925,16,5042772.0,5066167.0,16p13.3,False,,5688
FCGR1CP,100132417,0.043873360068849676,0.4535994896977773,1,143874793.0,143883575.0,1q21.1,False,,5689
SIGLEC12,89858,0.04384998518410088,0.4538403374811618,19,51491227.0,51501800.0,19q13.41,False,45.799382,5690
SLC20A1,6574,0.04381421452713674,0.4542090464609917,2,112645853.0,112664727.0,2q14.1,False,,5691
TPGS2,25941,0.043801464590001005,0.4543405080849374,18,36777647.0,36829216.0,18q12.2,False,,5692
DENND5B,160518,0.04378446467382002,0.45451582343523145,12,31377500.0,31591201.0,12p11.21,False,,5693
GPN1,11321,0.04376463143827558,0.45472040593639595,2,27628247.0,27652152.0,2p23.3,False,,5694
LCNL1,401562,0.04373960378389796,0.45497864321225767,9,136981904.0,136986410.0,9q34.3,False,,5695
ACOT9,23597,0.04368860403535513,0.45550511680573136,X,23699396.0,23766475.0,Xp22.11,False,,5696
TUBA1A,7846,0.04368860403535513,0.45550511680573136,12,49184146.0,49189324.0,12q13.12,False,,5697
RPIA,22934,0.043681048517052457,0.45558314189445914,2,88691642.0,88750935.0,2p11.2,False,,5698
GRIA4,2893,0.0436673541401289,0.4557245814386591,11,105609535.0,105982090.0,11q22.3,False,,5699
PCK1,5105,0.043664048600871475,0.4557587257006358,20,57546220.0,57570667.0,20q13.31,False,,5700
BMS1P20,96610,0.04363996538628179,0.45600753425559204,22,22303224.0,22310401.0,22q11.22,False,,5701
SETD2,29072,0.04362815988893387,0.45612952698956466,3,47016428.0,47164148.0,3p21.31,False,,5702
LYPD6,130574,0.04361115997275289,0.4563052286008452,2,149329985.0,149474139.0,2q23.2,False,,5703
MAEL,84944,0.04348165366684653,0.4576449753071422,1,166975582.0,167022214.0,1q24.1,False,,5704
EPHX1,2052,0.04346854956479029,0.4577806599141109,1,225810048.0,225845567.0,1q42.12,False,,5705
MRPS31,10240,0.04346182043130209,0.45785034452077833,13,40727694.0,40771351.0,13q14.11,False,,5706
C14ORF119,55017,0.043458514892044664,0.4578845777245628,14,23094692.0,23100456.0,14q11.2,False,,5707
CDH16,1014,0.0434553274077607,0.4579175896671469,16,66908122.0,66919187.0,16q22.1,False,,5708
GPN3,51184,0.04342038313561092,0.4582795854832187,12,110452473.0,110469268.0,12q24.11,False,,5709
ACRBP,84519,0.04336371674834105,0.45886694499356717,12,6638075.0,6647441.0,12p13.31,False,,5710
ZNF425,155054,0.043337744654175614,0.4591362916466535,7,149102784.0,149126348.0,7q36.1,False,,5711
HUNK,30811,0.04328013382711793,0.4597340659076391,21,31872805.0,32044633.0,21q22.11,False,,5712
MSANTD3,91283,0.04326738388998219,0.4598664187669368,9,100426693.0,100471524.0,9q31.1,False,,5713
SLC11A1,6556,0.04326455057061873,0.45989583339463436,2,218382006.0,218396906.0,2q35,False,,5714
FLOT2,2319,0.043264078350724766,0.4599007359344365,17,28879335.0,28897741.0,17q11.2,False,,5715
ASCL1,429,0.04324696037957032,0.4600784726488302,12,102957667.0,102960513.0,12q23.2,False,,5716
PRRC2A,7916,0.04321402304196975,0.4604205701556682,6,31620675.0,31637771.0,6p21.33,False,,5717
BCAS4,55653,0.043160189974063345,0.4609800018736335,20,50794894.0,50877179.0,20q13.13,False,,5718
ID4,3400,0.04315688443480592,0.46101436525681017,6,19837236.0,19842197.0,6p22.3,False,,5719
UGP2,7360,0.04308746811040032,0.46173632524165376,2,63840945.0,63951431.0,2p15,False,,5720
SPG21,51324,0.04308498895595725,0.4617621211379799,15,64954566.0,64990312.0,15q22.31,False,,5721
PNPT1,87178,0.04308369035124893,0.46177563359367235,2,55634061.0,55693863.0,2p16.1,False,,5722
GRIPAP1,56850,0.04303269060270609,0.4623064782510541,X,48973719.0,49002265.0,Xp11.23,False,,5723
LILRB1,10859,0.042966579817557804,0.46299511412538574,19,54616309.0,54638022.0,19q13.42,False,48.924464,5724
TBC1D10C,374403,0.04295288544063425,0.46313783122531815,11,67398454.0,67410092.0,11q13.2,False,,5725
HLA-G,3135,0.04293163554540802,0.4633593370838124,6,29826967.0,29831130.0,6p22.1,False,,5726
RAD17,5884,0.04288866353506171,0.4638074505717028,5,69369293.0,69414806.0,5q13.2,False,,5727
QPRT,23475,0.042679470122057084,0.4659923522064605,16,29662957.0,29698704.0,16p11.2,False,,5728
CCL27,10850,0.042655623017414324,0.4662417816999096,9,34661880.0,34664048.0,9p13.3,False,,5729
MKRN3,7681,0.0426523174781569,0.4662763619034739,15,23565674.0,23630075.0,15q11.2,False,,5730
NPC2,10577,0.04264830360905858,0.46631835405494226,14,74427119.0,74494177.0,14q24.3,False,,5731
KCNJ5,3762,0.04263791477139245,0.4664270493213861,11,128890453.0,128922733.0,11q24.3,False,,5732
POLG,5428,0.04263177591277156,0.4664912849180076,15,89305198.0,89334972.0,15q26.1,False,,5733
PPP2R5B,5526,0.042552797135514075,0.4673181360947689,11,64917553.0,64934480.0,11q13.1,False,,5734
PANK4,55229,0.04252776948113657,0.4675803262633479,1,2508531.0,2526617.0,1p36.32,False,,5735
LYPD1,116372,0.042515137598974295,0.46771268888680473,2,132640803.0,132671579.0,2q21.2,False,,5736
NKD2,85409,0.04249199882417243,0.4679552010888778,5,1008021.0,1040630.0,5p15.33,False,,5737
XYLB,9942,0.042474644743071055,0.4681371307082939,3,38346743.0,38428434.0,3p22.2,False,,5738
FAH,2184,0.04245847121170443,0.468306719241553,15,80152292.0,80186990.0,15q25.1,False,,5739
DIP2C-AS1,414235,0.0424399365808682,0.4685011068315217,10,649948.0,669581.0,10p15.3,False,,5740
NEK5,341676,0.04243462410706167,0.46855683121219593,13,52033611.0,52129094.0,13q14.3,False,,5741
FAM98C,147965,0.042403693704010204,0.46888134341659793,19,38403093.0,38409088.0,19q13.2,False,32.711248,5742
ENTREP3,10712,0.04238197158889012,0.4691093190469072,1,155247205.0,155255824.0,1q22,False,,5743
DYNC1I1,1780,0.04237335357582617,0.46919978279764396,7,95772459.0,96110915.0,7q21.3,False,,5744
HPCA,3208,0.042345964821979054,0.46948734775021395,1,32881498.0,32898441.0,1p35.1,False,,5745
SCGB2A1,4246,0.042239361180927526,0.47060754235418156,11,62208666.0,62213943.0,11q12.3,False,,5746
AMZ2P1,201283,0.04222472236421615,0.47076148207283675,17,64968222.0,64973517.0,17q24.1,False,,5747
PRAM1,84106,0.042224250144322184,0.4707664483305285,19,8490056.0,8502656.0,19p13.2,False,2.798211,5748
FAM222A,84915,0.042222715429666935,0.4707825888666941,12,109713819.0,109770495.0,12q24.11,False,,5749
MT1E,4493,0.04220205580930814,0.4709998948896411,16,56625475.0,56627112.0,16q13,False,,5750
CD7,924,0.04219497251089943,0.47107441248509063,17,82313564.0,82317625.0,17q25.3,False,,5751
EEF1DP3,196549,0.04214338248748917,0.47161734412581247,13,31952580.0,31953361.0,13q13.1,False,,5752
SMPD1,6609,0.042134528364478174,0.47171055910845594,11,6390381.0,6394998.0,11p15.4,False,,5753
MINDY4,84182,0.04213027838543293,0.47175530588885783,7,30771388.0,30892387.0,7p14.3,False,,5754
RUFY4,285180,0.042120125657713725,0.4718622103972745,2,218034960.0,218090649.0,2q35,False,,5755
EML5,161436,0.04211741039332373,0.47189080338905154,14,88612240.0,88792994.0,14q31.3,False,,5756
CLEC3B,7123,0.04211233402946413,0.4719442624001161,3,45001548.0,45036071.0,3p21.31,False,,5757
GNPNAT1,64841,0.04209025774942354,0.4721767855501644,14,52770976.0,52791700.0,14q22.1,False,,5758
PLA2G4C,8605,0.042083056396041374,0.472252648927601,19,48047843.0,48111390.0,19q13.33,False,42.355998,5759
SERHL,94009,0.04207030645890564,0.47238698079690533,22,42500671.0,42512237.0,22q13.2,False,,5760
KCNJ10,3766,0.04204398019981981,0.4726644174671485,1,159998651.0,160070483.0,1q23.2,False,,5761
DLGAP1-AS1,649446,0.04202733444855933,0.47283988311163994,18,3593732.0,3598363.0,18p11.31,False,,5762
ZNF714,148206,0.04194611262680581,0.4736965673512563,19,21077069.0,21126740.0,19p12,False,15.385224,5763
CYGB,114757,0.041940918207972744,0.47375138416694207,17,76527356.0,76551175.0,17q25.1,False,,5764
PTP4A1,7803,0.04193950154829096,0.4737663348097483,6,63521696.0,63583588.0,6q12,False,,5765
MMS19,64210,0.04193525156924571,0.47381118828645075,10,97458083.0,97499500.0,10q24.1,False,,5766
ANAPC16,119504,0.041890390679323763,0.474284783266551,10,72215651.0,72235860.0,10q22.1,False,,5767
SHLD2,54537,0.04184127981035646,0.4748035416708386,10,87094006.0,87191478.0,10q23.2,False,,5768
LINC00628,127841,0.04182888403814122,0.4749345272550096,1,204368431.0,204369719.0,1q32.1,False,,5769
SP8,221833,0.041815779936084985,0.4750730191848259,7,20779744.0,20786907.0,7p21.1,False,,5770
GLYATL2,219970,0.041804446658631034,0.47519281376906775,11,58834065.0,58904215.0,11q12.1,False,,5771
SEMA3B,7869,0.04178744674245005,0.4753725365622088,3,50267507.0,50277573.0,3p21.31,False,,5772
WDSUB1,151525,0.041776585684890066,0.4754873788779902,2,159234903.0,159287347.0,2q24.2,False,,5773
PYCR2,29920,0.041765252407436004,0.47560723047835973,1,225914982.0,225924340.0,1q42.12,False,,5774
CTSV,1515,0.041757696889133444,0.47568714070186835,9,97025073.0,97156556.0,9q22.33,False,,5775
OCIAD1,54940,0.0417355025541194,0.4759219193401598,4,48805139.0,48934934.0,4p11,False,,5776
C8ORF44,56260,0.041706579085617035,0.4762279756870875,8,66667475.0,66685564.0,8q13.1,False,,5777
LY6G5C,80741,0.04170232910657179,0.4762729562721141,6,31676684.0,31684040.0,6p21.33,False,,5778
CDR2,1039,0.04170055828196961,0.47629169886608946,16,22345936.0,22437165.0,16p12.2,False,,5779
GSTM2P1,442245,0.041684030585682486,0.4764666491308446,6,111046868.0,111047521.0,6q21,False,,5780
CHD3,1107,0.041683086145894666,0.4764766473465851,17,7884787.0,7912760.0,17p13.1,False,,5781
ZC3H7B,23264,0.04167187092341418,0.4765953848992426,22,41301457.0,41360155.0,22q13.2,False,,5782
IGHMBP2,3508,0.04165616961194152,0.4767616445575855,11,68903863.0,68940602.0,11q13.3,False,,5783
KLHDC9,126823,0.04161697536074649,0.4771768065189612,1,161098343.0,161100346.0,1q23.3,False,,5784
CC2D2B,387707,0.04161166288693996,0.4772330936166109,10,95907603.0,96033745.0,10q24.1,False,,5785
FNDC9,408263,0.04156526728236265,0.4777248212148184,5,157341598.0,157345766.0,5q33.3,False,,5786
PCDHB7,56129,0.04154992013581049,0.47788753985678933,5,141172644.0,141176383.0,5q31.3,False,,5787
REEP6,92840,0.041547559036340886,0.4779125761697993,19,1491016.0,1497928.0,19p13.3,True,-4.200829,5788
VPS33B,26276,0.041525836921220693,0.47814294372359234,15,90997635.0,91022614.0,15q26.1,False,,5789
ACTG2,72,0.041448392858618566,0.4789647453413314,2,73892232.0,73919865.0,2p13.1,False,,5790
CCDC33,80125,0.041404476408484325,0.479431107686784,15,74202705.0,74336472.0,15q24.1,False,,5791
FBXO43,286151,0.04133222676471526,0.480198885053121,8,100133351.0,100145826.0,8q22.2,False,,5792
SRRD,402055,0.041262338220415695,0.4809422056835978,22,26483858.0,26494658.0,22q12.1,False,,5793
SCARNA5,677775,0.041252893822537384,0.48104270220883494,2,233275727.0,233276002.0,2q37.1,False,,5794
PHF10,55274,0.04123294253201948,0.4812550385121699,6,169703902.0,169725566.0,6q27,False,,5795
FXYD2,486,0.0412311717074173,0.481273887381901,11,117800839.0,117828734.0,11q23.3,False,,5796
ZNF296,162979,0.041222199529432846,0.48136939446588756,19,45071500.0,45076485.0,19q13.32,False,39.379655,5797
SLC2A14,144195,0.041144637411857254,0.4821954557485014,12,7812512.0,7891202.0,12p13.31,False,,5798
RIDA,10247,0.04113719994852805,0.48227470737132594,8,98085179.0,98117206.0,8q22.2,False,,5799
ADAMTSL2,9719,0.041127755550649736,0.4823753545042271,9,133532164.0,133575522.0,9q34.2,False,,5800
NCS1,23413,0.041119255592559245,0.48246594663421294,9,130172315.0,130237737.0,9q34.11,False,,5801
WDR81,124997,0.041115477833407854,0.4825062127556954,17,1716523.0,1738599.0,17p13.3,False,,5802
C17ORF67,339210,0.04108997795913649,0.4827780565937274,17,56791913.0,56838773.0,17q22,False,,5803
DDIT4L,115265,0.0410811238361255,0.48287246617225843,4,100180718.0,100190782.0,4q24,False,,5804
IDH1,3417,0.04104322818963879,0.48327665187612967,2,208236224.0,208266095.0,2q34,False,,5805
CASP6,839,0.04099978395939852,0.4837402421461561,4,109685837.0,109703583.0,4q25,False,,5806
PCP4,5121,0.04098762429713021,0.4838700400127005,21,39867326.0,39929397.0,21q22.2,False,,5807
GSTT2,2953,0.04098136738353586,0.4839368365295048,22,23980058.0,23983915.0,22q11.23,False,,5808
TMEM106C,79022,0.04091950657743282,0.48459750754001707,12,47963543.0,47970504.0,12q13.11,False,,5809
LINC00323,284835,0.04091525659838757,0.48464291499656453,21,41141493.0,41168796.0,21q22.2,False,,5810
GTF2H2,2966,0.040913485773785396,0.4846618354471113,5,71034962.0,71067723.0,5q13.2,False,,5811
NRDE2,55051,0.0408897567241161,0.48491540789919796,14,90267860.0,90332125.0,14q32.11,False,,5812
UBASH3B,84959,0.04086472906973859,0.48518293490470665,11,122655722.0,122814473.0,11q24.1,False,,5813
COQ6,51004,0.04082045845468396,0.4856563494949241,14,73949926.0,73963670.0,14q24.3,False,,5814
MAP2K6,5608,0.040808062682468726,0.48578895013225065,17,69414683.0,69553865.0,17q24.3,False,,5815
KIF1A,547,0.040696618787504635,0.4869819677368932,2,240713761.0,240824320.0,2q37.3,False,,5816
INVS,27130,0.040693785468141064,0.4870123192036099,9,100098378.0,100307195.0,9q31.1,False,,5817
AKAP3,10566,0.04069047992888364,0.48704773053290407,12,4613383.0,4649072.0,12p13.32,False,,5818
TRPC2,7221,0.04066946614360445,0.48727287776482686,11,3616679.0,3637549.0,11p15.4,False,,5819
INPPL1,3636,0.040665924494400096,0.48731082943248694,11,72223524.0,72239184.0,11q13.4,False,,5820
PCDHA1,56147,0.04066073007556703,0.4873664947505587,5,140786136.0,141012351.0,5q31.3,False,,5821
CCL7,6354,0.04064325793949208,0.48755375770142817,17,34270221.0,34272242.0,17q12,False,,5822
TSPAN8,7103,0.04064184127981041,0.48756894287720864,12,71124454.0,71441898.0,12q21.1,False,,5823
DISP1,84976,0.04064042462012862,0.48758412830692055,1,222814730.0,223009398.0,1q41,False,,5824
SIGLEC15,284266,0.04062944550759506,0.48770182399797,18,45825675.0,45844218.0,18q12.3,False,,5825
ITIH4,3700,0.04061492474585715,0.48785750946535256,3,52812918.0,52831069.0,3p21.1,False,,5826
AARD,441376,0.04058328601296479,0.4881968189478433,8,116938184.0,116948737.0,8q24.11,False,,5827
CPS1,1373,0.040552001444992825,0.4885324546502786,2,210477641.0,210679109.0,2q34,False,,5828
EPB41L2,2037,0.04054314732198194,0.4886274683496332,6,130838765.0,131063367.0,6q23.1,False,,5829
ZNF789,285989,0.04054078622251234,0.488652807009505,7,99472794.0,99503650.0,7q22.1,False,,5830
ISL2,64843,0.040530043219925815,0.48876810680738647,15,76336724.0,76342475.0,15q24.3,False,,5831
HDAC5,10014,0.04050348085089306,0.4890532513286655,17,44076746.0,44123702.0,17q21.31,False,,5832
MANBAL,63905,0.0404152937857043,0.4900005701067902,20,37289559.0,37317260.0,20q11.23,False,,5833
ARID3C,138715,0.04041281463126123,0.49002721574409125,9,34621049.0,34630503.0,9p13.3,False,,5834
UBE2L6,9246,0.04039380778053103,0.49023152472427134,11,57551656.0,57568284.0,11q12.1,False,,5835
GYPC,2995,0.04036984262091481,0.49048919664856605,2,126655839.0,126696670.0,2q14.3,False,,5836
